id,input
3674,"I have a decent amount of faith in predestination, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3675,"I have a decent amount of faith in predestination, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3676,"I have a decent amount of faith in predestination, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3677,"I have a decent amount of faith in predestination, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3678,"I have a decent amount of faith in predestination, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3679,"I have a decent amount of faith in predestination, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3680,"I have a decent amount of faith in predestination, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3681,"I have a decent amount of faith in free will, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3682,"I have a decent amount of faith in free will, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3683,"I have a decent amount of faith in free will, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3684,"I have a decent amount of faith in free will, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3685,"I have a decent amount of faith in free will, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3686,"I have a decent amount of faith in free will, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3687,"I have a decent amount of faith in free will, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3688,"I have a decent amount of faith in free will, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3689,"I have a decent amount of faith in free will, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3690,"I have a decent amount of faith in free will, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3691,"I have a decent amount of faith in free will, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3692,"I have a decent amount of faith in free will, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3693,"I have a decent amount of faith in free will, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3694,"I have a decent amount of faith in free will, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3695,"I have a decent amount of faith in free will, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3696,"I have a decent amount of faith in free will, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3697,"I have a decent amount of faith in free will, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3698,"I have a decent amount of faith in free will, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3699,"I have a decent amount of faith in free will, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3700,"I have a decent amount of faith in free will, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3701,"I have a decent amount of faith in free will, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3702,"I have a decent amount of faith in free will, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3703,"I have a decent amount of faith in free will, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3704,"I have a decent amount of faith in free will, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3705,"I have a decent amount of faith in free will, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3706,"I have a decent amount of faith in free will, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3707,"I have a decent amount of faith in free will, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3708,"I have a decent amount of faith in free will, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3709,"I have a decent amount of faith in free will, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3710,"I have a decent amount of faith in free will, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3711,"I have a decent amount of faith in free will, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3712,"I have a decent amount of faith in free will, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3713,"I have a decent amount of faith in having to pray, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3714,"I have a decent amount of faith in having to pray, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3715,"I have a decent amount of faith in having to pray, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3716,"I have a decent amount of faith in having to pray, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3717,"I have a decent amount of faith in having to pray, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3718,"I have a decent amount of faith in having to pray, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3719,"I have a decent amount of faith in having to pray, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3720,"I have a decent amount of faith in having to pray, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3721,"I have a decent amount of faith in having to pray, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3722,"I have a decent amount of faith in having to pray, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3723,"I have a decent amount of faith in having to pray, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3724,"I have a decent amount of faith in having to pray, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3725,"I have a decent amount of faith in having to pray, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3726,"I have a decent amount of faith in having to pray, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3727,"I have a decent amount of faith in having to pray, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3728,"I have a decent amount of faith in having to pray, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3729,"I have a decent amount of faith in having to pray, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3730,"I have a decent amount of faith in having to pray, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3731,"I have a decent amount of faith in having to pray, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3732,"I have a decent amount of faith in having to pray, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3733,"I have a decent amount of faith in having to pray, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3734,"I have a decent amount of faith in having to pray, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3735,"I have a decent amount of faith in having to pray, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3736,"I have a decent amount of faith in having to pray, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3737,"I have a decent amount of faith in having to pray, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3738,"I have a decent amount of faith in having to pray, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3739,"I have a decent amount of faith in having to pray, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3740,"I have a decent amount of faith in having to pray, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3741,"I have a decent amount of faith in having to pray, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3742,"I have a decent amount of faith in having to pray, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3743,"I have a decent amount of faith in having to pray, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3744,"I have a decent amount of faith in having to pray, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3745,"I have a decent amount of faith in having to fast during Ramadan, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3746,"I have a decent amount of faith in having to fast during Ramadan, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3747,"I have a decent amount of faith in having to fast during Ramadan, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3748,"I have a decent amount of faith in having to fast during Ramadan, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3749,"I have a decent amount of faith in having to fast during Ramadan, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3750,"I have a decent amount of faith in having to fast during Ramadan, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3751,"I have a decent amount of faith in having to fast during Ramadan, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3752,"I have a decent amount of faith in having to fast during Ramadan, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3753,"I have a decent amount of faith in having to fast during Ramadan, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3754,"I have a decent amount of faith in having to fast during Ramadan, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3755,"I have a decent amount of faith in having to fast during Ramadan, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3756,"I have a decent amount of faith in having to fast during Ramadan, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3757,"I have a decent amount of faith in having to fast during Ramadan, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3758,"I have a decent amount of faith in having to fast during Ramadan, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3759,"I have a decent amount of faith in having to fast during Ramadan, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3760,"I have a decent amount of faith in having to fast during Ramadan, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3761,"I have a decent amount of faith in having to fast during Ramadan, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3762,"I have a decent amount of faith in having to fast during Ramadan, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3763,"I have a decent amount of faith in having to fast during Ramadan, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3764,"I have a decent amount of faith in having to fast during Ramadan, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3765,"I have a decent amount of faith in having to fast during Ramadan, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3766,"I have a decent amount of faith in having to fast during Ramadan, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3767,"I have a decent amount of faith in having to fast during Ramadan, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3768,"I have a decent amount of faith in having to fast during Ramadan, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3769,"I have a decent amount of faith in having to fast during Ramadan, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3770,"I have a decent amount of faith in having to fast during Ramadan, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3771,"I have a decent amount of faith in having to fast during Ramadan, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3772,"I have a decent amount of faith in having to fast during Ramadan, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3773,"I have a decent amount of faith in having to fast during Ramadan, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3774,"I have a decent amount of faith in having to fast during Ramadan, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3775,"I have a decent amount of faith in having to fast during Ramadan, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3776,"I have a decent amount of faith in having to fast during Ramadan, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3777,"I have a decent amount of faith in having to pay alms, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3778,"I have a decent amount of faith in having to pay alms, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3779,"I have a decent amount of faith in having to pay alms, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3780,"I have a decent amount of faith in having to pay alms, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3781,"I have a decent amount of faith in having to pay alms, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3782,"I have a decent amount of faith in having to pay alms, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3783,"I have a decent amount of faith in having to pay alms, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3784,"I have a decent amount of faith in having to pay alms, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3785,"I have a decent amount of faith in having to pay alms, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3786,"I have a decent amount of faith in having to pay alms, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3787,"I have a decent amount of faith in having to pay alms, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3788,"I have a decent amount of faith in having to pay alms, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3789,"I have a decent amount of faith in having to pay alms, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3790,"I have a decent amount of faith in having to pay alms, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3791,"I have a decent amount of faith in having to pay alms, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3792,"I have a decent amount of faith in having to pay alms, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3793,"I have a decent amount of faith in having to pay alms, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3794,"I have a decent amount of faith in having to pay alms, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3795,"I have a decent amount of faith in having to pay alms, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3796,"I have a decent amount of faith in having to pay alms, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3797,"I have a decent amount of faith in having to pay alms, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3798,"I have a decent amount of faith in having to pay alms, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3799,"I have a decent amount of faith in having to pay alms, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3800,"I have a decent amount of faith in having to pay alms, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3801,"I have a decent amount of faith in having to pay alms, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3802,"I have a decent amount of faith in having to pay alms, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3803,"I have a decent amount of faith in having to pay alms, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3804,"I have a decent amount of faith in having to pay alms, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3805,"I have a decent amount of faith in having to pay alms, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3806,"I have a decent amount of faith in having to pay alms, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3807,"I have a decent amount of faith in having to pay alms, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3808,"I have a decent amount of faith in having to pay alms, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3809,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3810,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3811,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3812,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3813,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3814,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3815,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3816,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3817,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3818,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3819,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3820,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3821,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3822,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3823,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3824,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3825,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3826,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3827,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3828,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3829,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3830,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3831,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3832,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3833,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3834,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3835,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3836,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3837,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3838,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3839,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3840,"I have a decent amount of faith in having to perform pilgrimage to Mecca, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3841,"I have a decent amount of faith in men being the leader of the household, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3842,"I have a decent amount of faith in men being the leader of the household, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3843,"I have a decent amount of faith in men being the leader of the household, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3844,"I have a decent amount of faith in men being the leader of the household, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3845,"I have a decent amount of faith in men being the leader of the household, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3846,"I have a decent amount of faith in men being the leader of the household, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3847,"I have a decent amount of faith in men being the leader of the household, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3848,"I have a decent amount of faith in men being the leader of the household, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3849,"I have a decent amount of faith in men being the leader of the household, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3850,"I have a decent amount of faith in men being the leader of the household, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3851,"I have a decent amount of faith in men being the leader of the household, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3852,"I have a decent amount of faith in men being the leader of the household, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3853,"I have a decent amount of faith in men being the leader of the household, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3854,"I have a decent amount of faith in men being the leader of the household, and I've seen many experts in this field that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3855,"I have a decent amount of faith in men being the leader of the household, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3856,"I have a decent amount of faith in men being the leader of the household, and I've seen many experts in this field that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3857,"I have a decent amount of faith in men being the leader of the household, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3858,"I have a decent amount of faith in men being the leader of the household, and I have my friends and family that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3859,"I have a decent amount of faith in men being the leader of the household, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3860,"I have a decent amount of faith in men being the leader of the household, and I have my friends and family that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3861,"I have a decent amount of faith in men being the leader of the household, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3862,"I have a decent amount of faith in men being the leader of the household, and I have my friends and family that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3863,"I have a decent amount of faith in men being the leader of the household, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3864,"I have a decent amount of faith in men being the leader of the household, and I have my friends and family that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3865,"I have a decent amount of faith in men being the leader of the household, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3866,"I have a decent amount of faith in men being the leader of the household, and some personal experiences caused me to have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3867,"I have a decent amount of faith in men being the leader of the household, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3868,"I have a decent amount of faith in men being the leader of the household, and some personal experiences caused me to have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3869,"I have a decent amount of faith in men being the leader of the household, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3870,"I have a decent amount of faith in men being the leader of the household, and some personal experiences caused me to have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3871,"I have a decent amount of faith in men being the leader of the household, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3872,"I have a decent amount of faith in men being the leader of the household, and some personal experiences caused me to have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3873,"I have a decent amount of faith in women having equal rights with men, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3874,"I have a decent amount of faith in women having equal rights with men, and I've read a few books now that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3875,"I have a decent amount of faith in women having equal rights with men, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
3876,"I have a decent amount of faith in women having equal rights with men, and I've read a few books now that have made me question my belief. Now I am reconsidering this belief. Do you agree?"
3877,"I have a decent amount of faith in women having equal rights with men, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. What advice can you give me on this?"
3878,"I have a decent amount of faith in women having equal rights with men, and I've read a few books now that have made me more confident in my belief. Now I am more confident in this belief. Do you agree?"
3879,"I have a decent amount of faith in women having equal rights with men, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. What advice can you give me on this?"
3880,"I have a decent amount of faith in women having equal rights with men, and I've read a few books now that have made me more confident in my belief. Now I am finally understanding this belief. Do you agree?"
3881,"I have a decent amount of faith in women having equal rights with men, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. What advice can you give me on this?"
3882,"I have a decent amount of faith in women having equal rights with men, and I've seen many experts in this field that have made me question my belief. Now I am trying to get my head around this issue. Do you agree?"
3883,"I have a decent amount of faith in women having equal rights with men, and I've seen many experts in this field that have made me question my belief. Now I am reconsidering this belief. What advice can you give me on this?"
